EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
1.263,3.690,4.028,3.393,1.533,3.128,2.383,0.139,-0.090,1.001,-0.009,1.312,2.380,-0.763,80.000,8445.000,1.000
2.391,6.147,5.399,4.073,1.947,4.455,2.294,0.199,-0.089,1.001,-0.012,1.404,2.411,-0.763,80.000,8446.000,1.000
3.250,7.147,6.358,4.480,2.493,4.906,1.662,0.179,-0.088,1.000,-0.015,1.404,2.350,-0.824,80.000,8447.000,1.000
3.731,6.554,6.865,4.555,3.285,4.704,0.982,0.167,-0.090,1.000,-0.012,1.373,2.289,-0.916,80.000,8448.000,1.000
3.755,5.680,6.788,4.625,3.847,4.263,0.668,0.676,-0.088,1.000,-0.016,1.312,2.258,-0.793,80.000,8449.000,1.000
3.237,5.540,6.073,4.840,3.692,3.778,0.597,1.665,-0.088,1.001,-0.014,1.373,2.228,-0.702,80.000,8450.000,1.000
2.369,5.889,5.168,4.980,3.113,3.428,0.495,2.375,-0.089,1.002,-0.011,1.404,2.228,-0.824,80.000,8451.000,1.000
1.588,5.938,4.746,4.746,2.825,3.473,0.377,2.155,-0.088,1.003,-0.011,1.434,2.167,-0.763,80.000,8452.000,1.000
1.114,5.503,4.897,4.133,2.914,3.952,0.452,1.232,-0.086,1.001,-0.012,1.434,2.197,-0.732,80.000,8453.000,1.000
0.649,5.015,4.851,3.390,2.573,4.400,0.663,0.387,-0.087,1.003,-0.014,1.526,2.228,-0.610,80.000,8454.000,1.000
-0.372,4.454,3.657,2.551,0.981,3.978,0.394,-0.187,-0.086,1.002,-0.013,1.434,2.289,-0.549,80.000,8455.000,1.000
-2.162,2.945,1.158,1.292,-1.738,2.081,-1.055,-1.223,-0.088,1.002,-0.013,1.404,2.289,-0.549,80.000,8456.000,1.000
-4.186,-0.059,-1.709,-0.461,-4.514,-0.964,-3.509,-3.271,-0.087,1.001,-0.013,1.343,2.289,-0.580,80.000,8457.000,1.000
-5.524,-3.535,-3.672,-2.033,-6.281,-3.934,-5.778,-5.627,-0.086,1.002,-0.014,1.404,2.350,-0.488,80.000,8458.000,1.000
-5.616,-5.488,-4.076,-2.434,-6.754,-5.628,-6.687,-6.872,-0.085,1.003,-0.015,1.373,2.380,-0.397,80.000,8459.000,1.000
-4.556,-4.896,-3.029,-1.277,-6.168,-5.677,-6.002,-6.322,-0.087,1.002,-0.015,1.343,2.411,-0.244,80.000,8460.000,1.000
-2.819,-2.683,-0.959,0.856,-4.635,-4.470,-4.339,-4.613,-0.086,1.004,-0.012,1.343,2.319,-0.244,80.000,8461.000,1.000
-0.954,-0.634,1.590,2.923,-2.245,-2.583,-2.485,-2.850,-0.087,1.002,-0.010,1.251,2.411,-0.336,80.000,8462.000,1.000
0.538,0.389,3.849,4.241,0.319,-0.517,-0.960,-1.477,-0.087,1.001,-0.010,1.251,2.472,-0.305,80.000,8463.000,1.000
1.323,0.841,4.968,4.776,1.882,1.199,-0.033,-0.203,-0.087,0.999,-0.011,1.251,2.563,-0.275,80.000,8464.000,1.000
1.404,1.294,4.626,4.829,1.816,2.057,0.201,1.207,-0.086,1.001,-0.013,1.160,2.625,-0.275,80.000,8465.000,1.000
1.138,1.486,3.420,4.675,0.788,1.907,-0.085,2.483,-0.085,1.003,-0.014,1.221,2.594,-0.275,80.000,8466.000,1.000
0.963,0.939,2.479,4.589,0.175,1.143,-0.412,3.340,-0.084,1.002,-0.014,1.190,2.655,-0.366,80.000,8467.000,1.000
1.107,0.125,2.585,5.046,0.795,0.525,-0.208,4.123,-0.083,1.003,-0.013,1.160,2.563,-0.427,80.000,8468.000,1.000
1.489,0.292,3.634,6.492,2.347,0.697,0.820,5.548,-0.082,1.003,-0.013,1.038,2.686,-0.427,80.000,8469.000,1.000
1.832,1.922,4.912,8.722,4.006,1.746,2.433,7.721,-0.081,1.005,-0.013,1.068,2.747,-0.397,80.000,8470.000,1.000
1.908,3.936,5.784,10.683,5.280,3.245,3.992,9.710,-0.083,1.005,-0.010,1.068,2.747,-0.519,80.000,8471.000,1.000
1.663,4.846,6.036,11.165,6.074,4.677,4.851,10.324,-0.084,1.005,-0.013,1.007,2.716,-0.488,80.000,8472.000,1.000
1.124,4.389,5.675,9.806,6.183,5.699,4.707,9.269,-0.083,1.004,-0.014,0.885,2.869,-0.488,80.000,8473.000,1.000
0.285,3.603,4.732,7.396,5.289,6.115,3.725,7.408,-0.084,1.005,-0.013,0.885,2.930,-0.580,80.000,8474.000,1.000
-0.801,3.349,3.409,5.182,3.609,5.776,2.349,5.866,-0.084,1.004,-0.011,0.671,3.021,-0.610,80.000,8475.000,1.000
-1.926,3.262,2.204,3.883,2.109,4.645,1.027,5.045,-0.085,1.004,-0.012,0.671,3.113,-0.580,80.000,8476.000,1.000
-2.778,2.496,1.640,3.417,1.741,3.009,0.129,4.668,-0.086,1.005,-0.010,0.549,3.082,-0.641,80.000,8477.000,1.000
-3.061,1.203,1.894,3.471,2.532,1.528,-0.062,4.557,-0.085,1.004,-0.010,0.580,3.143,-0.549,80.000,8478.000,1.000
-2.637,0.536,2.637,3.922,3.553,0.756,0.408,4.843,-0.085,1.003,-0.011,0.488,3.143,-0.671,80.000,8479.000,1.000
-1.634,1.061,3.313,4.565,3.781,0.539,0.937,5.313,-0.085,1.005,-0.012,0.519,3.174,-0.763,80.000,8480.000,1.000
-0.337,1.881,3.659,4.874,2.964,0.154,0.662,5.111,-0.086,1.002,-0.008,0.427,3.235,-0.671,80.000,8481.000,1.000
1.042,1.831,3.889,4.490,1.671,-0.870,-0.765,3.620,-0.087,1.003,-0.010,0.519,3.204,-0.671,80.000,8482.000,1.000
2.405,1.158,4.378,3.849,0.666,-2.188,-2.695,1.542,-0.088,1.003,-0.009,0.336,3.143,-0.519,80.000,8483.000,1.000
3.663,1.427,5.317,3.959,0.420,-2.896,-3.882,0.559,-0.088,1.002,-0.010,0.336,3.143,-0.641,80.000,8484.000,1.000
4.689,3.623,6.712,5.384,1.150,-2.351,-3.492,1.683,-0.087,1.003,-0.006,0.305,3.174,-0.671,80.000,8485.000,1.000
5.354,6.832,8.495,7.571,2.926,-0.717,-1.690,4.203,-0.087,1.003,-0.010,0.305,3.143,-0.732,80.000,8486.000,1.000
5.580,9.203,10.434,9.325,5.478,1.304,0.720,6.498,-0.087,1.000,-0.010,0.275,2.991,-0.549,80.000,8487.000,1.000
5.321,9.863,11.960,9.864,7.933,3.047,2.993,7.623,-0.086,1.001,-0.011,0.336,2.991,-0.488,80.000,8488.000,1.000
4.541,9.378,12.295,9.248,9.132,4.101,4.686,7.793,-0.086,0.999,-0.011,0.397,2.899,-0.458,80.000,8489.000,1.000
3.375,8.563,11.125,7.984,8.615,4.361,5.619,7.561,-0.086,1.000,-0.013,0.366,2.838,-0.458,80.000,8490.000,1.000
2.339,7.620,9.215,6.574,7.320,4.266,6.028,7.143,-0.087,0.998,-0.008,0.458,2.838,-0.458,80.000,8491.000,1.000
2.159,6.624,8.045,5.511,6.955,4.741,6.668,6.699,-0.087,0.999,-0.010,0.610,2.808,-0.427,80.000,8492.000,1.000
3.212,6.231,8.595,5.362,8.452,6.480,8.334,6.788,-0.086,0.999,-0.010,0.702,2.869,-0.397,80.000,8493.000,1.000
5.139,7.223,10.512,6.453,11.173,9.166,11.050,8.003,-0.085,0.996,-0.012,0.702,2.899,-0.458,80.000,8494.000,1.000
7.118,9.339,12.553,8.403,13.694,11.578,13.845,10.099,-0.087,0.998,-0.013,0.916,2.869,-0.366,80.000,8495.000,1.000
8.559,11.140,13.738,10.212,15.168,12.578,15.508,11.924,-0.086,0.998,-0.014,1.068,2.838,-0.458,80.000,8496.000,1.000
9.463,11.373,13.921,10.995,15.690,11.982,15.591,12.487,-0.087,0.998,-0.013,1.007,2.838,-0.427,80.000,8497.000,1.000
10.092,10.287,13.358,10.674,15.587,10.555,14.638,11.982,-0.086,0.998,-0.008,1.038,2.747,-0.305,80.000,8498.000,1.000
10.424,9.241,12.109,9.856,14.807,9.200,13.478,11.471,-0.087,0.998,-0.010,1.129,2.686,-0.366,80.000,8499.000,1.000
10.092,8.969,10.069,9.034,13.171,8.153,12.387,11.514,-0.086,1.000,-0.011,1.129,2.625,-0.427,80.000,8500.000,1.000
8.947,8.790,7.503,8.132,10.972,7.076,11.066,11.508,-0.087,1.000,-0.010,1.282,2.625,-0.427,80.000,8501.000,1.000
7.499,7.798,5.209,6.926,8.946,5.783,9.258,10.518,-0.088,1.000,-0.010,1.282,2.716,-0.275,80.000,8502.000,1.000
6.597,6.342,3.964,5.665,7.523,4.521,7.128,8.419,-0.089,1.002,-0.013,1.343,2.563,-0.366,80.000,8503.000,1.000
6.784,5.818,3.963,5.015,6.477,3.608,5.090,5.991,-0.085,1.003,-0.010,1.343,2.594,-0.397,80.000,8504.000,1.000
7.987,6.985,4.873,5.337,5.453,3.020,3.386,3.978,-0.086,1.005,-0.010,1.373,2.533,-0.366,80.000,8505.000,1.000
9.639,8.885,6.160,6.134,4.486,2.368,1.841,2.284,-0.087,1.005,-0.009,1.251,2.716,-0.488,80.000,8506.000,1.000
11.013,9.730,7.235,6.457,3.760,1.221,0.096,0.349,-0.087,1.004,-0.009,1.190,2.625,-0.427,80.000,8507.000,1.000
11.512,8.706,7.459,5.826,3.063,-0.553,-1.902,-1.813,-0.086,1.003,-0.010,1.221,2.625,-0.488,80.000,8508.000,1.000
10.686,6.402,6.221,4.441,1.774,-2.792,-3.834,-3.486,-0.086,1.003,-0.011,1.190,2.716,-0.549,80.000,8509.000,1.000
8.285,3.546,3.287,2.582,-0.481,-5.307,-5.460,-4.281,-0.084,1.003,-0.014,1.160,2.655,-0.610,80.000,8510.000,1.000
4.550,0.077,-0.803,0.214,-3.276,-7.970,-6.867,-4.772,-0.085,1.000,-0.011,1.099,2.655,-0.488,80.000,8511.000,1.000
0.317,-4.110,-4.868,-2.694,-5.668,-10.447,-8.153,-5.813,-0.083,1.001,-0.010,1.160,2.594,-0.549,80.000,8512.000,1.000
-3.451,-8.043,-7.843,-5.735,-7.058,-12.106,-9.133,-7.462,-0.084,1.001,-0.012,1.160,2.716,-0.610,80.000,8513.000,1.000
-6.245,-10.112,-9.412,-8.184,-7.609,-12.462,-9.536,-8.958,-0.083,1.000,-0.010,1.190,2.747,-0.580,80.000,8514.000,1.000
-7.990,-9.728,-9.823,-9.552,-7.722,-11.623,-9.357,-9.673,-0.085,1.001,-0.008,1.221,2.747,-0.519,80.000,8515.000,1.000
-8.519,-7.935,-9.175,-9.803,-7.278,-10.045,-8.719,-9.651,-0.085,1.000,-0.010,1.160,2.808,-0.519,80.000,8516.000,1.000
-7.430,-6.052,-7.174,-9.013,-5.640,-7.870,-7.380,-8.991,-0.086,0.999,-0.010,1.099,2.808,-0.610,80.000,8517.000,1.000
-4.734,-4.108,-3.675,-7.061,-2.423,-4.741,-4.658,-7.117,-0.086,1.000,-0.009,1.099,2.869,-0.519,80.000,8518.000,1.000
-1.482,-1.257,0.641,-3.968,1.807,-0.530,-0.271,-3.341,-0.086,1.000,-0.010,1.160,2.838,-0.641,80.000,8519.000,1.000
0.728,2.219,4.207,-0.580,5.523,3.719,4.593,1.596,-0.085,1.002,-0.010,1.190,2.777,-0.732,80.000,8520.000,1.000
1.142,4.220,5.440,1.476,7.042,5.999,7.476,5.169,-0.086,1.001,-0.013,1.129,2.899,-0.763,80.000,8521.000,1.000
0.542,2.832,3.903,0.981,5.626,4.906,6.502,5.050,-0.085,1.001,-0.013,1.129,3.021,-0.702,80.000,8522.000,1.000
0.358,-1.354,0.618,-1.646,1.929,0.987,2.088,1.435,-0.087,1.001,-0.012,1.129,2.838,-0.854,80.000,8523.000,1.000
1.313,-5.634,-2.803,-4.560,-2.503,-3.680,-3.352,-3.046,-0.087,1.002,-0.014,1.068,2.869,-0.977,80.000,8524.000,1.000
3.036,-7.956,-5.272,-6.071,-6.154,-7.233,-7.422,-5.828,-0.090,1.001,-0.010,1.038,2.777,-0.946,80.000,8525.000,1.000
4.612,-8.793,-6.649,-5.993,-8.226,-9.297,-9.381,-6.518,-0.090,1.002,-0.012,1.129,2.716,-0.885,80.000,8526.000,1.000
5.239,-10.069,-7.477,-5.482,-8.906,-10.669,-9.998,-6.530,-0.088,1.001,-0.012,1.099,2.716,-0.885,80.000,8527.000,1.000
4.515,-12.759,-8.525,-5.744,-9.217,-12.215,-10.357,-7.164,-0.087,1.002,-0.012,1.038,2.686,-0.916,80.000,8528.000,1.000
2.471,-16.031,-10.337,-7.067,-10.297,-14.160,-10.998,-8.490,-0.090,1.004,-0.012,0.977,2.625,-0.977,80.000,8529.000,1.000
-0.367,-18.507,-12.727,-8.864,-12.342,-16.045,-11.779,-9.803,-0.090,1.003,-0.016,0.977,2.502,-1.007,80.000,8530.000,1.000
-2.962,-19.598,-14.614,-10.237,-14.156,-16.979,-12.040,-10.455,-0.089,1.001,-0.014,0.885,2.533,-0.946,80.000,8531.000,1.000
-4.199,-19.357,-14.655,-10.390,-14.028,-16.010,-10.903,-9.959,-0.090,1.003,-0.010,0.824,2.502,-0.854,80.000,8532.000,1.000
-3.752,-17.681,-12.409,-8.881,-11.274,-12.719,-7.815,-7.766,-0.088,1.002,-0.011,0.854,2.533,-0.946,80.000,8533.000,1.000
-2.686,-14.635,-9.082,-6.065,-7.061,-7.939,-3.241,-3.757,-0.089,1.002,-0.016,0.793,2.502,-0.885,80.000,8534.000,1.000
-3.022,-11.629,-7.009,-3.437,-3.752,-3.917,1.038,0.785,-0.089,1.004,-0.013,0.702,2.472,-0.793,80.000,8535.000,1.000
-6.274,-11.194,-8.011,-3.018,-3.267,-3.152,2.721,3.357,-0.090,1.003,-0.010,0.854,2.441,-0.702,80.000,8536.000,1.000
-12.225,-14.803,-12.093,-5.895,-5.946,-6.636,0.506,1.987,-0.090,1.002,-0.013,0.854,2.441,-0.641,80.000,8537.000,1.000
-19.159,-21.182,-17.713,-11.316,-10.842,-13.239,-5.033,-3.151,-0.089,1.001,-0.011,0.824,2.380,-0.671,80.000,8538.000,1.000
-25.096,-27.148,-23.005,-17.226,-16.574,-20.594,-11.921,-9.930,-0.089,1.000,-0.012,0.916,2.380,-0.488,80.000,8539.000,1.000
-28.660,-30.143,-26.568,-21.640,-21.663,-26.438,-18.010,-15.976,-0.090,1.001,-0.011,1.007,2.441,-0.519,80.000,8540.000,1.000
-29.250,-29.888,-27.590,-23.629,-24.663,-29.509,-21.994,-20.091,-0.090,1.001,-0.013,1.038,2.472,-0.488,80.000,8541.000,1.000
-26.999,-27.757,-25.951,-23.330,-24.797,-29.743,-23.623,-22.214,-0.089,0.999,-0.011,0.946,2.411,-0.458,80.000,8542.000,1.000
-22.758,-24.918,-22.429,-21.319,-22.611,-27.861,-23.256,-22.499,-0.089,0.998,-0.012,0.946,2.319,-0.397,80.000,8543.000,1.000
-17.920,-21.578,-18.507,-18.190,-19.644,-24.815,-21.382,-20.940,-0.089,0.996,-0.013,1.129,2.258,-0.336,80.000,8544.000,1.000
-13.966,-17.991,-15.613,-14.713,-17.274,-21.577,-18.591,-17.965,-0.089,0.994,-0.013,1.099,2.319,-0.427,80.000,8545.000,1.000
-11.799,-15.268,-14.307,-11.978,-15.819,-18.938,-15.579,-14.783,-0.088,0.995,-0.014,1.221,2.441,-0.366,80.000,8546.000,1.000
-11.339,-14.423,-14.149,-10.841,-14.684,-17.073,-12.783,-12.580,-0.086,0.997,-0.012,1.312,2.441,-0.336,80.000,8547.000,1.000
-11.756,-14.908,-14.279,-11.163,-13.209,-15.400,-10.098,-11.383,-0.087,0.996,-0.013,1.282,2.472,-0.366,80.000,8548.000,1.000
-12.170,-14.911,-14.094,-11.858,-11.265,-13.146,-7.155,-10.123,-0.086,0.999,-0.011,1.282,2.411,-0.366,80.000,8549.000,1.000
-12.240,-13.378,-13.514,-11.950,-9.118,-10.126,-3.931,-8.009,-0.084,1.003,-0.010,1.373,2.441,-0.397,80.000,8550.000,1.000
-12.252,-11.288,-12.843,-11.533,-7.072,-6.949,-0.988,-5.582,-0.083,1.006,-0.012,1.434,2.472,-0.366,80.000,8551.000,1.000
-12.770,-10.556,-12.569,-11.574,-5.507,-4.581,0.905,-4.152,-0.082,1.007,-0.011,1.312,2.655,-0.336,80.000,8552.000,1.000
-14.229,-11.951,-13.301,-12.849,-5.115,-3.782,1.289,-4.378,-0.081,1.007,-0.012,1.129,2.655,-0.397,80.000,8553.000,1.000
-16.616,-14.439,-15.443,-15.169,-6.541,-4.715,0.265,-5.643,-0.081,1.005,-0.016,1.007,2.777,-0.305,80.000,8554.000,1.000
-19.211,-16.381,-18.493,-17.506,-9.403,-6.698,-1.449,-6.746,-0.083,1.002,-0.016,1.129,2.777,-0.336,80.000,8555.000,1.000
-20.678,-16.817,-20.812,-18.731,-11.912,-8.309,-2.689,-6.904,-0.083,1.000,-0.016,1.099,2.930,-0.336,80.000,8556.000,1.000
-19.849,-15.515,-20.626,-18.251,-12.053,-8.087,-2.413,-6.022,-0.082,1.001,-0.014,1.099,3.082,-0.275,80.000,8557.000,1.000
-16.695,-12.408,-17.523,-16.168,-9.368,-5.518,-0.428,-4.339,-0.083,1.001,-0.012,1.221,3.174,-0.122,80.000,8558.000,1.000
-12.537,-7.741,-12.930,-13.159,-5.434,-1.534,2.361,-2.269,-0.082,1.001,-0.012,1.190,3.357,-0.244,80.000,8559.000,1.000
-9.126,-2.725,-8.986,-10.272,-2.404,2.071,4.536,-0.569,-0.080,1.000,-0.016,1.190,3.510,-0.092,80.000,8560.000,1.000
-7.400,0.731,-6.928,-8.520,-1.208,3.971,5.211,-0.153,-0.082,1.002,-0.016,1.190,3.662,-0.061,80.000,8561.000,1.000
-7.142,1.456,-6.577,-8.353,-1.310,4.165,4.585,-1.358,-0.083,1.002,-0.016,1.221,3.632,-0.122,80.000,8562.000,1.000
-7.628,0.161,-7.112,-9.371,-1.882,3.629,3.552,-3.442,-0.085,1.002,-0.017,1.038,3.693,-0.092,80.000,8563.000,1.000
-8.280,-1.110,-7.892,-10.544,-2.594,3.344,2.855,-5.051,-0.087,1.003,-0.010,1.251,3.601,-0.122,80.000,8564.000,1.000
-8.747,-0.847,-8.506,-10.924,-3.277,3.652,2.600,-5.353,-0.090,1.003,-0.011,1.251,3.754,-0.397,80.000,8565.000,1.000
-8.775,0.693,-8.527,-10.290,-3.462,4.329,2.442,-4.722,-0.089,1.004,-0.014,1.221,3.632,-0.458,80.000,8566.000,1.000
-8.223,2.232,-7.588,-9.075,-2.651,5.086,2.170,-4.119,-0.090,1.004,-0.016,1.221,3.571,-0.580,80.000,8567.000,1.000
-7.182,3.177,-5.736,-7.726,-0.966,5.860,1.996,-3.879,-0.091,1.007,-0.014,1.312,3.418,-0.732,80.000,8568.000,1.000
-5.978,4.066,-3.563,-6.340,0.784,6.641,2.196,-3.443,-0.093,1.005,-0.013,1.221,3.418,-0.885,80.000,8569.000,1.000
-4.905,5.418,-1.751,-4.887,1.930,7.304,2.726,-2.282,-0.089,1.008,-0.014,1.068,3.387,-0.916,80.000,8570.000,1.000
-3.932,6.808,-0.433,-3.486,2.761,7.836,3.417,-0.597,-0.088,1.008,-0.014,0.946,3.296,-1.038,80.000,8571.000,1.000
-2.795,7.465,0.802,-2.272,4.185,8.526,4.351,1.078,-0.088,1.007,-0.013,0.885,3.326,-1.068,80.000,8572.000,1.000
-1.403,7.492,2.262,-1.096,6.580,9.754,5.846,2.696,-0.087,1.007,-0.013,0.793,3.296,-1.099,80.000,8573.000,1.000
-0.031,7.918,3.740,0.395,9.313,11.576,8.023,4.673,-0.087,1.008,-0.013,0.702,3.387,-1.099,80.000,8574.000,1.000
0.929,9.325,4.821,2.224,11.427,13.511,10.417,6.965,-0.088,1.008,-0.011,0.549,3.235,-1.038,80.000,8575.000,1.000
1.308,10.888,5.365,3.753,12.522,14.743,12.112,8.585,-0.089,1.008,-0.010,0.519,3.296,-1.038,80.000,8576.000,1.000
1.276,11.243,5.557,4.153,12.796,14.613,12.357,8.453,-0.088,1.007,-0.009,0.427,3.326,-0.824,80.000,8577.000,1.000
1.189,10.238,5.644,3.310,12.488,13.123,11.168,6.703,-0.088,1.007,-0.010,0.397,3.204,-0.824,80.000,8578.000,1.000
1.413,9.313,5.821,2.142,11.711,11.037,9.378,4.801,-0.089,1.008,-0.010,0.153,3.113,-0.885,80.000,8579.000,1.000
2.200,9.850,6.328,1.818,10.799,9.339,7.934,4.124,-0.088,1.007,-0.007,0.092,3.082,-0.854,80.000,8580.000,1.000
3.654,11.637,7.502,2.741,10.489,8.580,7.221,4.684,-0.090,1.003,-0.008,0.031,2.991,-0.824,80.000,8581.000,1.000
5.701,13.419,9.567,4.471,11.481,8.859,7.232,5.611,-0.090,1.001,-0.006,0.061,2.991,-0.641,80.000,8582.000,1.000
8.018,14.598,12.232,6.438,13.684,10.026,7.954,6.485,-0.090,0.998,-0.009,0.031,2.838,-0.702,80.000,8583.000,1.000
10.071,15.681,14.608,8.399,16.044,11.602,9.178,7.587,-0.092,0.995,-0.012,0.061,2.808,-0.610,80.000,8584.000,1.000
11.394,17.080,15.802,10.154,17.344,12.772,10.220,8.956,-0.092,0.993,-0.008,0.244,2.686,-0.549,80.000,8585.000,1.000
11.890,18.123,15.626,11.188,17.155,12.803,10.237,9.805,-0.092,0.992,-0.010,0.397,2.563,-0.549,80.000,8586.000,1.000
11.846,17.785,14.635,10.946,15.899,11.557,8.902,9.194,-0.093,0.992,-0.009,0.458,2.502,-0.488,80.000,8587.000,1.000
11.596,16.104,13.491,9.504,14.130,9.513,6.647,7.126,-0.093,0.990,-0.008,0.488,2.350,-0.397,80.000,8588.000,1.000
11.208,14.260,12.379,7.643,11.990,7.306,4.204,4.629,-0.092,0.992,-0.008,0.580,2.258,-0.397,80.000,8589.000,1.000
10.560,13.157,11.126,6.139,9.504,5.282,2.033,2.704,-0.093,0.992,-0.008,0.732,2.167,-0.305,80.000,8590.000,1.000
9.705,12.424,9.719,5.131,7.108,3.492,0.252,1.485,-0.094,0.993,-0.008,0.885,2.106,-0.305,80.000,8591.000,1.000
8.984,11.139,8.450,4.277,5.491,1.983,-1.051,0.581,-0.094,0.994,-0.009,1.129,2.014,-0.366,80.000,8592.000,1.000
8.709,9.216,7.531,3.404,4.825,0.924,-1.662,-0.059,-0.091,0.996,-0.009,1.160,1.984,-0.397,80.000,8593.000,1.000
8.762,7.492,6.717,2.701,4.443,0.386,-1.532,-0.113,-0.090,0.999,-0.009,1.160,1.953,-0.397,80.000,8594.000,1.000
8.678,6.436,5.543,2.242,3.532,0.138,-1.057,0.315,-0.090,1.001,-0.013,1.190,1.892,-0.458,80.000,8595.000,1.000
8.260,5.485,4.058,1.753,2.142,-0.069,-0.731,0.473,-0.090,1.001,-0.012,1.221,1.831,-0.519,80.000,8596.000,1.000
8.011,4.090,3.085,1.101,1.246,-0.052,-0.506,-0.111,-0.091,1.005,-0.009,1.190,1.770,-0.519,80.000,8597.000,1.000
8.670,2.894,3.439,0.728,1.630,0.712,0.190,-0.822,-0.090,1.005,-0.010,1.221,1.678,-0.549,80.000,8598.000,1.000
10.253,3.122,4.893,1.169,2.891,2.319,1.584,-0.610,-0.088,1.005,-0.007,1.099,1.709,-0.488,80.000,8599.000,1.000
11.822,4.795,6.235,2.166,3.782,3.952,2.897,0.496,-0.085,1.004,-0.010,1.160,1.740,-0.549,80.000,8600.000,1.000
12.396,6.313,6.465,2.653,3.522,4.493,2.935,1.114,-0.084,1.003,-0.009,1.190,1.770,-0.488,80.000,8601.000,1.000
11.892,6.131,5.651,1.782,2.430,3.640,1.344,0.002,-0.085,1.005,-0.008,1.099,1.801,-0.458,80.000,8602.000,1.000
10.976,4.470,4.514,-0.167,1.278,2.143,-0.958,-2.476,-0.084,1.003,-0.008,1.160,1.770,-0.580,80.000,8603.000,1.000
10.147,2.911,3.470,-2.038,0.410,0.960,-2.638,-4.682,-0.085,1.002,-0.012,1.129,1.831,-0.580,80.000,8604.000,1.000
9.266,2.415,2.364,-2.959,-0.330,0.359,-3.119,-5.448,-0.085,1.001,-0.010,1.068,1.923,-0.580,80.000,8605.000,1.000
8.063,2.317,1.066,-3.023,-1.020,-0.009,-2.781,-5.104,-0.084,1.004,-0.007,1.129,1.923,-0.610,80.000,8606.000,1.000
6.762,1.522,-0.023,-2.755,-1.394,-0.349,-2.170,-4.653,-0.084,1.003,-0.012,1.038,2.014,-0.610,80.000,8607.000,1.000
5.884,0.089,-0.394,-2.300,-1.343,-0.520,-1.478,-4.401,-0.083,1.003,-0.010,1.099,2.258,-0.488,80.000,8608.000,1.000
5.485,-0.998,-0.233,-1.526,-1.462,-0.659,-0.936,-3.940,-0.083,1.005,-0.007,1.129,2.319,-0.519,80.000,8609.000,1.000
4.979,-1.439,-0.423,-0.766,-2.659,-1.492,-1.227,-3.314,-0.083,1.005,-0.011,1.160,2.472,-0.519,80.000,8610.000,1.000
3.823,-2.278,-1.670,-1.000,-5.206,-3.717,-3.086,-3.537,-0.083,1.004,-0.013,1.160,2.533,-0.549,80.000,8611.000,1.000
2.126,-4.616,-3.880,-3.025,-8.504,-7.242,-6.512,-5.614,-0.084,1.003,-0.009,1.221,2.502,-0.580,80.000,8612.000,1.000
0.412,-8.079,-6.464,-6.506,-11.796,-11.105,-10.531,-9.213,-0.086,1.004,-0.010,1.190,2.655,-0.580,80.000,8613.000,1.000
-0.953,-10.993,-8.898,-10.037,-14.725,-14.119,-13.812,-12.682,-0.086,1.004,-0.015,1.190,2.808,-0.671,80.000,8614.000,1.000
-1.854,-12.069,-10.778,-12.220,-17.038,-15.579,-15.553,-14.537,-0.085,1.002,-0.012,1.190,2.777,-0.702,80.000,8615.000,1.000
