EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-6.139,1.946,-3.738,-4.429,4.022,7.881,5.594,0.981,-0.090,0.996,-0.052,1.190,3.632,-0.458,80.000,7733.000,1.000
-7.123,1.535,-4.618,-4.251,3.724,8.009,6.162,1.755,-0.092,0.997,-0.052,1.251,3.540,-0.458,80.000,7734.000,1.000
-7.761,1.293,-6.153,-4.352,2.662,8.200,6.082,1.819,-0.094,0.998,-0.052,1.312,3.418,-0.580,80.000,7735.000,1.000
-8.099,0.031,-7.823,-5.136,1.544,8.108,5.127,0.479,-0.094,1.000,-0.055,1.343,3.265,-0.702,80.000,7736.000,1.000
-8.012,-1.784,-8.896,-6.137,0.979,7.966,3.948,-1.485,-0.094,0.999,-0.051,1.343,3.052,-0.793,80.000,7737.000,1.000
-7.490,-2.579,-9.005,-6.455,0.938,8.108,3.433,-2.614,-0.094,1.001,-0.052,1.465,2.899,-0.885,80.000,7738.000,1.000
-6.730,-1.697,-8.155,-5.670,1.230,8.488,3.887,-2.267,-0.092,1.001,-0.054,1.373,2.716,-1.007,80.000,7739.000,1.000
-5.941,-0.176,-6.420,-4.199,2.082,8.828,4.988,-0.994,-0.092,1.003,-0.054,1.282,2.655,-0.977,80.000,7740.000,1.000
-5.214,0.635,-3.983,-2.786,3.796,9.044,6.349,0.436,-0.092,1.005,-0.056,1.282,2.563,-0.946,80.000,7741.000,1.000
-4.659,0.676,-1.441,-1.777,5.995,9.285,7.842,1.919,-0.092,1.006,-0.054,1.099,2.441,-0.885,80.000,7742.000,1.000
-4.540,0.893,0.282,-1.040,7.660,9.540,9.364,3.736,-0.090,1.009,-0.051,1.038,2.411,-0.793,80.000,7743.000,1.000
-5.085,1.571,0.628,-0.471,8.142,9.435,10.608,5.656,-0.091,1.008,-0.053,0.824,2.472,-0.824,80.000,7744.000,1.000
-6.028,1.836,0.048,-0.193,7.937,8.717,11.361,6.892,-0.089,1.009,-0.051,0.793,2.319,-0.671,80.000,7745.000,1.000
-6.503,1.094,-0.214,-0.083,8.228,7.822,11.915,7.095,-0.090,1.010,-0.052,0.580,2.289,-0.519,80.000,7746.000,1.000
-5.660,0.271,0.813,0.514,9.616,7.565,12.852,6.968,-0.088,1.009,-0.053,0.427,2.350,-0.519,80.000,7747.000,1.000
-3.480,0.853,2.932,2.141,11.499,8.162,14.265,7.497,-0.090,1.007,-0.052,0.305,2.350,-0.488,80.000,7748.000,1.000
-0.861,2.846,5.017,4.367,12.758,8.819,15.332,8.611,-0.088,1.007,-0.053,0.153,2.319,-0.336,80.000,7749.000,1.000
1.121,4.466,6.079,5.902,12.848,8.481,14.944,9.090,-0.087,1.005,-0.050,0.061,2.289,-0.214,80.000,7750.000,1.000
1.938,4.118,5.922,5.761,12.015,6.903,12.835,8.007,-0.086,1.004,-0.045,0.031,2.411,-0.214,80.000,7751.000,1.000
1.638,2.237,4.844,4.186,10.614,4.887,9.961,5.947,-0.085,1.002,-0.048,-0.092,2.533,-0.122,80.000,7752.000,1.000
0.501,0.704,3.151,2.323,8.705,3.496,7.654,4.397,-0.086,1.002,-0.048,-0.092,2.441,-0.061,80.000,7753.000,1.000
-1.094,0.607,1.182,1.068,6.458,3.175,6.518,4.093,-0.087,0.999,-0.048,-0.031,2.380,-0.031,80.000,7754.000,1.000
-2.570,1.209,-0.455,0.437,4.550,3.668,6.238,4.446,-0.088,0.998,-0.051,-0.092,2.289,-0.031,80.000,7755.000,1.000
-3.260,1.281,-1.118,0.061,3.709,4.575,6.269,4.623,-0.090,0.995,-0.049,0.000,2.350,0.122,80.000,7756.000,1.000
-2.782,0.910,-0.657,0.019,3.968,5.774,6.486,4.748,-0.087,0.994,-0.047,0.061,2.441,0.153,80.000,7757.000,1.000
-1.336,1.273,0.436,0.819,4.676,7.266,7.049,5.591,-0.088,0.993,-0.044,0.122,2.533,0.153,80.000,7758.000,1.000
0.353,2.659,1.436,2.488,5.164,8.692,7.725,7.118,-0.089,0.992,-0.047,0.305,2.441,0.061,80.000,7759.000,1.000
1.543,3.736,2.029,4.195,5.307,9.417,7.791,8.039,-0.087,0.992,-0.049,0.458,2.411,0.031,80.000,7760.000,1.000
2.076,3.356,2.600,5.162,5.509,9.335,6.940,7.292,-0.086,0.993,-0.049,0.580,2.441,-0.061,80.000,7761.000,1.000
2.368,2.339,3.756,5.603,6.101,9.202,5.863,5.507,-0.084,0.994,-0.047,0.610,2.441,-0.153,80.000,7762.000,1.000
2.868,2.648,5.662,6.410,6.982,9.881,5.599,4.419,-0.085,0.995,-0.048,0.641,2.350,-0.214,80.000,7763.000,1.000
3.787,5.050,8.129,8.154,8.080,11.550,6.630,5.118,-0.084,0.997,-0.046,0.763,2.411,-0.275,80.000,7764.000,1.000
5.171,8.191,11.000,10.539,9.741,13.682,8.694,7.216,-0.082,0.997,-0.045,0.763,2.563,-0.397,80.000,7765.000,1.000
6.835,10.029,13.907,12.670,12.028,15.399,11.007,9.480,-0.083,0.999,-0.046,0.854,2.777,-0.397,80.000,7766.000,1.000
8.249,9.775,15.855,13.773,13.896,15.802,12.556,10.958,-0.083,1.001,-0.044,0.946,2.869,-0.427,80.000,7767.000,1.000
8.797,8.136,15.670,13.625,13.713,14.231,12.433,11.376,-0.083,1.003,-0.045,1.007,2.899,-0.397,80.000,7768.000,1.000
8.292,5.964,13.125,12.433,10.883,10.576,10.268,10.713,-0.083,1.000,-0.045,1.007,3.021,-0.366,80.000,7769.000,1.000
