EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-5.185,-0.942,-2.960,3.226,-0.318,7.090,7.296,13.516,-0.069,1.001,-0.042,1.434,3.113,0.885,80.000,8273.000,1.000
-5.474,-1.499,-2.832,2.889,-0.390,6.902,6.135,13.035,-0.067,1.000,-0.041,1.526,3.204,0.977,80.000,8274.000,1.000
-5.525,-1.769,-2.192,2.518,0.541,7.300,5.712,12.417,-0.067,0.998,-0.044,1.648,3.143,0.946,80.000,8275.000,1.000
-4.970,-0.664,-1.217,2.747,2.003,8.454,6.600,12.360,-0.066,0.999,-0.041,1.617,3.204,0.916,80.000,8276.000,1.000
-3.667,1.426,-0.130,3.615,3.520,9.788,8.324,12.467,-0.068,0.999,-0.045,1.617,3.326,0.763,80.000,8277.000,1.000
-1.575,3.237,1.192,4.674,5.059,10.641,9.970,11.711,-0.069,0.999,-0.044,1.648,3.357,0.702,80.000,8278.000,1.000
1.146,4.151,2.896,5.549,6.562,10.709,10.911,9.575,-0.069,1.001,-0.044,1.740,3.326,0.549,80.000,8279.000,1.000
3.896,4.576,4.566,6.126,7.412,9.870,10.850,6.424,-0.068,1.002,-0.042,1.678,3.235,0.549,80.000,8280.000,1.000
5.830,4.989,5.459,6.353,6.897,8.050,9.600,2.904,-0.069,1.003,-0.043,1.648,3.174,0.427,80.000,8281.000,1.000
6.647,5.298,5.531,6.239,5.353,5.645,7.358,-0.540,-0.068,1.004,-0.043,1.678,3.235,0.305,80.000,8282.000,1.000
7.062,5.400,5.848,6.161,4.354,3.797,5.126,-3.383,-0.069,1.005,-0.042,1.587,3.174,0.214,80.000,8283.000,1.000
8.201,5.933,7.621,6.892,5.368,3.785,4.350,-4.658,-0.067,1.006,-0.044,1.526,3.235,0.214,80.000,8284.000,1.000
10.587,7.967,11.006,9.157,8.439,6.043,5.890,-3.349,-0.067,1.007,-0.044,1.434,3.326,0.214,80.000,8285.000,1.000
13.827,11.776,15.043,12.960,12.395,9.836,9.316,0.645,-0.065,1.009,-0.043,1.251,3.296,0.275,80.000,8286.000,1.000
17.087,16.095,18.566,17.270,16.045,13.779,13.163,5.972,-0.065,1.009,-0.043,1.160,3.204,0.305,80.000,8287.000,1.000
19.696,18.986,20.915,20.514,18.766,16.628,15.910,10.590,-0.063,1.009,-0.042,1.068,3.235,0.214,80.000,8288.000,1.000
21.278,19.473,21.832,21.595,20.126,17.732,16.853,13.225,-0.063,1.009,-0.043,0.885,3.265,0.122,80.000,8289.000,1.000
21.503,18.059,21.017,20.472,19.497,16.941,16.187,14.003,-0.062,1.009,-0.043,0.763,3.387,0.092,80.000,8290.000,1.000
20.133,15.610,18.223,17.862,16.525,14.371,14.471,13.732,-0.063,1.005,-0.044,0.610,3.296,0.244,80.000,8291.000,1.000
17.476,12.295,13.910,14.614,11.930,10.506,12.280,12.955,-0.062,1.008,-0.043,0.549,3.479,0.153,80.000,8292.000,1.000
14.498,8.015,9.409,11.411,7.381,6.405,10.275,11.910,-0.064,1.008,-0.045,0.519,3.387,-0.031,80.000,8293.000,1.000
12.203,3.519,6.053,8.855,4.298,3.402,9.194,11.058,-0.065,1.006,-0.044,0.336,3.448,-0.092,80.000,8294.000,1.000
10.927,0.454,4.246,7.503,2.935,2.430,9.494,11.165,-0.064,1.007,-0.043,0.305,3.418,-0.031,80.000,8295.000,1.000
10.293,-0.023,3.525,7.555,2.754,3.577,10.987,12.568,-0.064,1.006,-0.043,0.183,3.357,-0.031,80.000,8296.000,1.000
9.690,1.516,3.311,8.482,3.346,6.168,12.891,14.531,-0.065,1.006,-0.044,0.092,3.418,-0.061,80.000,8297.000,1.000
8.710,3.342,3.380,9.266,4.670,9.298,14.388,15.752,-0.066,1.003,-0.044,0.031,3.357,-0.153,80.000,8298.000,1.000
7.253,4.367,3.664,9.194,6.495,12.318,15.171,15.615,-0.066,1.002,-0.045,0.000,3.296,-0.031,80.000,8299.000,1.000
5.340,4.862,3.793,8.232,7.946,14.829,15.320,14.513,-0.066,1.000,-0.043,0.061,3.143,-0.214,80.000,8300.000,1.000
3.023,5.339,3.171,6.627,7.983,16.413,14.811,12.934,-0.067,1.001,-0.038,0.122,3.082,-0.244,80.000,8301.000,1.000
0.646,5.471,1.687,4.570,6.485,16.803,13.561,10.844,-0.069,1.000,-0.040,0.122,3.052,-0.366,80.000,8302.000,1.000
-1.075,4.605,0.056,2.327,4.510,16.295,11.886,8.179,-0.068,1.000,-0.036,0.183,3.021,-0.397,80.000,8303.000,1.000
-1.616,2.911,-0.917,0.297,3.115,15.492,10.378,5.403,-0.068,1.001,-0.037,0.153,2.899,-0.488,80.000,8304.000,1.000
-1.234,1.399,-1.290,-1.267,2.166,14.503,9.195,3.157,-0.068,1.000,-0.035,0.183,2.625,-0.610,80.000,8305.000,1.000
-0.779,0.796,-1.782,-2.419,0.796,12.789,7.848,1.557,-0.068,1.000,-0.037,0.305,2.625,-0.671,80.000,8306.000,1.000
-0.884,0.828,-2.620,-3.283,-1.065,10.011,5.962,0.171,-0.069,1.001,-0.038,0.488,2.533,-0.793,80.000,8307.000,1.000
-1.467,0.778,-3.117,-3.818,-2.326,6.647,3.925,-1.341,-0.070,1.001,-0.038,0.519,2.502,-0.793,80.000,8308.000,1.000
-2.001,0.514,-2.547,-3.827,-2.054,3.545,2.492,-2.785,-0.070,1.003,-0.039,0.580,2.380,-0.793,80.000,8309.000,1.000
-1.993,0.757,-0.987,-3.074,-0.562,1.190,1.977,-3.639,-0.068,1.001,-0.040,0.671,2.380,-0.885,80.000,8310.000,1.000
-1.093,2.277,1.027,-1.428,1.219,-0.380,2.106,-3.624,-0.070,1.000,-0.037,0.824,2.319,-0.854,80.000,8311.000,1.000
0.941,5.013,3.369,1.007,3.096,-1.113,2.559,-2.976,-0.071,1.003,-0.037,0.854,2.197,-0.824,80.000,8312.000,1.000
4.155,8.282,6.466,3.950,5.811,-0.647,3.440,-2.039,-0.072,1.003,-0.036,0.824,2.106,-0.854,80.000,8313.000,1.000
8.278,11.768,10.549,7.216,9.857,1.394,5.142,-0.623,-0.072,1.003,-0.035,0.793,2.014,-0.824,80.000,8314.000,1.000
12.622,15.736,14.964,10.746,14.484,4.765,7.773,1.897,-0.071,1.003,-0.035,0.824,1.953,-0.824,80.000,8315.000,1.000
16.166,20.003,18.446,14.223,18.189,8.405,10.760,5.684,-0.071,1.003,-0.034,0.946,1.831,-0.702,80.000,8316.000,1.000
18.033,23.267,20.119,16.912,20.127,11.155,13.187,9.952,-0.071,1.005,-0.037,0.916,1.862,-0.763,80.000,8317.000,1.000
17.999,24.072,20.084,18.142,20.692,12.673,14.562,13.611,-0.071,1.006,-0.037,1.099,1.801,-0.793,80.000,8318.000,1.000
